name,search_query,quartz_url,CPID,potential products,potential manufacturers,potential manufacturers google
"Rebar (40,60,75,80 Grade Steel)","Rebar (40,60,75,80 Grade Steel)",http://quartzproject.org/p/CP000,CP000,"https://www.specifiedby.com/search?q=Rebar (40,60,75,80 Grade Steel)","https://www.specifiedby.com/search?q=Rebar (40,60,75,80 Grade Steel)&type=companies&a=0","https://www.google.co.uk/search?q=Rebar (40,60,75,80 Grade Steel) companies&type=companies&a=0"
"Rebar (40,60,75,80 Grade Steel)",Reinforcement Bar,http://quartzproject.org/p/CP000,CP000,https://www.specifiedby.com/search?q=Reinforcement Bar,https://www.specifiedby.com/search?q=Reinforcement Bar&type=companies&a=0,https://www.google.co.uk/search?q=Reinforcement Bar companies&type=companies&a=0
"Rebar (40,60,75,80 Grade Steel)",Concrete Reinforcement,http://quartzproject.org/p/CP000,CP000,https://www.specifiedby.com/search?q=Concrete Reinforcement,https://www.specifiedby.com/search?q=Concrete Reinforcement&type=companies&a=0,https://www.google.co.uk/search?q=Concrete Reinforcement companies&type=companies&a=0
Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi),Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi),http://quartzproject.org/p/CP001,CP001,https://www.specifiedby.com/search?q=Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi),https://www.specifiedby.com/search?q=Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi)&type=companies&a=0,https://www.google.co.uk/search?q=Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi) companies&type=companies&a=0
Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi),Concrete,http://quartzproject.org/p/CP001,CP001,https://www.specifiedby.com/search?q=Concrete,https://www.specifiedby.com/search?q=Concrete&type=companies&a=0,https://www.google.co.uk/search?q=Concrete companies&type=companies&a=0
Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi),In-situ concrete,http://quartzproject.org/p/CP001,CP001,https://www.specifiedby.com/search?q=In-situ concrete,https://www.specifiedby.com/search?q=In-situ concrete&type=companies&a=0,https://www.google.co.uk/search?q=In-situ concrete companies&type=companies&a=0
Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi),NWC,http://quartzproject.org/p/CP001,CP001,https://www.specifiedby.com/search?q=NWC,https://www.specifiedby.com/search?q=NWC&type=companies&a=0,https://www.google.co.uk/search?q=NWC companies&type=companies&a=0
Ready Mixed Concrete (Straight Mix) (NWC 3000-4000psi),Ready Mixed,http://quartzproject.org/p/CP001,CP001,https://www.specifiedby.com/search?q=Ready Mixed,https://www.specifiedby.com/search?q=Ready Mixed&type=companies&a=0,https://www.google.co.uk/search?q=Ready Mixed companies&type=companies&a=0
Drywall (Natural Gypsum),Drywall (Natural Gypsum),http://quartzproject.org/p/CP005,CP005,https://www.specifiedby.com/search?q=Drywall (Natural Gypsum),https://www.specifiedby.com/search?q=Drywall (Natural Gypsum)&type=companies&a=0,https://www.google.co.uk/search?q=Drywall (Natural Gypsum) companies&type=companies&a=0
Drywall (Natural Gypsum),Gypsum board,http://quartzproject.org/p/CP005,CP005,https://www.specifiedby.com/search?q=Gypsum board,https://www.specifiedby.com/search?q=Gypsum board&type=companies&a=0,https://www.google.co.uk/search?q=Gypsum board companies&type=companies&a=0
Drywall (Natural Gypsum),Plasterboard,http://quartzproject.org/p/CP005,CP005,https://www.specifiedby.com/search?q=Plasterboard,https://www.specifiedby.com/search?q=Plasterboard&type=companies&a=0,https://www.google.co.uk/search?q=Plasterboard companies&type=companies&a=0
Drywall (Natural Gypsum),Wallboard,http://quartzproject.org/p/CP005,CP005,https://www.specifiedby.com/search?q=Wallboard,https://www.specifiedby.com/search?q=Wallboard&type=companies&a=0,https://www.google.co.uk/search?q=Wallboard companies&type=companies&a=0
Drywall (Natural Gypsum),Gypsum wallboard,http://quartzproject.org/p/CP005,CP005,https://www.specifiedby.com/search?q=Gypsum wallboard,https://www.specifiedby.com/search?q=Gypsum wallboard&type=companies&a=0,https://www.google.co.uk/search?q=Gypsum wallboard companies&type=companies&a=0
Drywall Joint Compound,Drywall Joint Compound,http://quartzproject.org/p/CP006,CP006,https://www.specifiedby.com/search?q=Drywall Joint Compound,https://www.specifiedby.com/search?q=Drywall Joint Compound&type=companies&a=0,https://www.google.co.uk/search?q=Drywall Joint Compound companies&type=companies&a=0
Drywall Joint Compound,Joint compound,http://quartzproject.org/p/CP006,CP006,https://www.specifiedby.com/search?q=Joint compound,https://www.specifiedby.com/search?q=Joint compound&type=companies&a=0,https://www.google.co.uk/search?q=Joint compound companies&type=companies&a=0
Drywall Joint Compound,mud,http://quartzproject.org/p/CP006,CP006,https://www.specifiedby.com/search?q=mud,https://www.specifiedby.com/search?q=mud&type=companies&a=0,https://www.google.co.uk/search?q=mud companies&type=companies&a=0
Drywall Joint Compound,joint cement,http://quartzproject.org/p/CP006,CP006,https://www.specifiedby.com/search?q=joint cement,https://www.specifiedby.com/search?q=joint cement&type=companies&a=0,https://www.google.co.uk/search?q=joint cement companies&type=companies&a=0
Drywall Joint Compound,finishing compound,http://quartzproject.org/p/CP006,CP006,https://www.specifiedby.com/search?q=finishing compound,https://www.specifiedby.com/search?q=finishing compound&type=companies&a=0,https://www.google.co.uk/search?q=finishing compound companies&type=companies&a=0
Hydrophilic Concrete Joint Waterstop,Hydrophilic Concrete Joint Waterstop,http://quartzproject.org/p/CP008,CP008,https://www.specifiedby.com/search?q=Hydrophilic Concrete Joint Waterstop,https://www.specifiedby.com/search?q=Hydrophilic Concrete Joint Waterstop&type=companies&a=0,https://www.google.co.uk/search?q=Hydrophilic Concrete Joint Waterstop companies&type=companies&a=0
Hydrophilic Concrete Joint Waterstop,Bentonite Waterstop,http://quartzproject.org/p/CP008,CP008,https://www.specifiedby.com/search?q=Bentonite Waterstop,https://www.specifiedby.com/search?q=Bentonite Waterstop&type=companies&a=0,https://www.google.co.uk/search?q=Bentonite Waterstop companies&type=companies&a=0
Concrete Sealant,Concrete Sealant,http://quartzproject.org/p/CP009,CP009,https://www.specifiedby.com/search?q=Concrete Sealant,https://www.specifiedby.com/search?q=Concrete Sealant&type=companies&a=0,https://www.google.co.uk/search?q=Concrete Sealant companies&type=companies&a=0
Concrete Sealant,Concrete Waterproofing; Penetrating Sealant,http://quartzproject.org/p/CP009,CP009,https://www.specifiedby.com/search?q=Concrete Waterproofing; Penetrating Sealant,https://www.specifiedby.com/search?q=Concrete Waterproofing; Penetrating Sealant&type=companies&a=0,https://www.google.co.uk/search?q=Concrete Waterproofing; Penetrating Sealant companies&type=companies&a=0
Vapor barrier,Vapor barrier,http://quartzproject.org/p/CP016,CP016,https://www.specifiedby.com/search?q=Vapor barrier,https://www.specifiedby.com/search?q=Vapor barrier&type=companies&a=0,https://www.google.co.uk/search?q=Vapor barrier companies&type=companies&a=0
Vapor barrier,Under Slab Vapor Barrier,http://quartzproject.org/p/CP016,CP016,https://www.specifiedby.com/search?q=Under Slab Vapor Barrier,https://www.specifiedby.com/search?q=Under Slab Vapor Barrier&type=companies&a=0,https://www.google.co.uk/search?q=Under Slab Vapor Barrier companies&type=companies&a=0
Vapor barrier,Vapor Retarder,http://quartzproject.org/p/CP016,CP016,https://www.specifiedby.com/search?q=Vapor Retarder,https://www.specifiedby.com/search?q=Vapor Retarder&type=companies&a=0,https://www.google.co.uk/search?q=Vapor Retarder companies&type=companies&a=0
Structural Steel (I-beams),Structural Steel (I-beams),http://quartzproject.org/p/CP017,CP017,https://www.specifiedby.com/search?q=Structural Steel (I-beams),https://www.specifiedby.com/search?q=Structural Steel (I-beams)&type=companies&a=0,https://www.google.co.uk/search?q=Structural Steel (I-beams) companies&type=companies&a=0
Structural Steel (I-beams),Structural Beams,http://quartzproject.org/p/CP017,CP017,https://www.specifiedby.com/search?q=Structural Beams,https://www.specifiedby.com/search?q=Structural Beams&type=companies&a=0,https://www.google.co.uk/search?q=Structural Beams companies&type=companies&a=0
Structural Steel (I-beams),Structural Steel,http://quartzproject.org/p/CP017,CP017,https://www.specifiedby.com/search?q=Structural Steel,https://www.specifiedby.com/search?q=Structural Steel&type=companies&a=0,https://www.google.co.uk/search?q=Structural Steel companies&type=companies&a=0
Structural Steel (I-beams),I-beams,http://quartzproject.org/p/CP017,CP017,https://www.specifiedby.com/search?q=I-beams,https://www.specifiedby.com/search?q=I-beams&type=companies&a=0,https://www.google.co.uk/search?q=I-beams companies&type=companies&a=0
Structural Steel (I-beams),Steel Columns,http://quartzproject.org/p/CP017,CP017,https://www.specifiedby.com/search?q=Steel Columns,https://www.specifiedby.com/search?q=Steel Columns&type=companies&a=0,https://www.google.co.uk/search?q=Steel Columns companies&type=companies&a=0
Steel Bolt Assembly (General Use),Steel Bolt Assembly (General Use),http://quartzproject.org/p/CP018,CP018,https://www.specifiedby.com/search?q=Steel Bolt Assembly (General Use),https://www.specifiedby.com/search?q=Steel Bolt Assembly (General Use)&type=companies&a=0,https://www.google.co.uk/search?q=Steel Bolt Assembly (General Use) companies&type=companies&a=0
Steel Bolt Assembly (General Use),Steel bolt,http://quartzproject.org/p/CP018,CP018,https://www.specifiedby.com/search?q=Steel bolt,https://www.specifiedby.com/search?q=Steel bolt&type=companies&a=0,https://www.google.co.uk/search?q=Steel bolt companies&type=companies&a=0
Steel Bolt Assembly (General Use),Steel washer,http://quartzproject.org/p/CP018,CP018,https://www.specifiedby.com/search?q=Steel washer,https://www.specifiedby.com/search?q=Steel washer&type=companies&a=0,https://www.google.co.uk/search?q=Steel washer companies&type=companies&a=0
Steel Bolt Assembly (General Use),Steel nut,http://quartzproject.org/p/CP018,CP018,https://www.specifiedby.com/search?q=Steel nut,https://www.specifiedby.com/search?q=Steel nut&type=companies&a=0,https://www.google.co.uk/search?q=Steel nut companies&type=companies&a=0
Steel Bolt Assembly (Structural),Steel Bolt Assembly (Structural),http://quartzproject.org/p/CP019,CP019,https://www.specifiedby.com/search?q=Steel Bolt Assembly (Structural),https://www.specifiedby.com/search?q=Steel Bolt Assembly (Structural)&type=companies&a=0,https://www.google.co.uk/search?q=Steel Bolt Assembly (Structural) companies&type=companies&a=0
Steel Bolt Assembly (Structural),Steel bolts,http://quartzproject.org/p/CP019,CP019,https://www.specifiedby.com/search?q=Steel bolts,https://www.specifiedby.com/search?q=Steel bolts&type=companies&a=0,https://www.google.co.uk/search?q=Steel bolts companies&type=companies&a=0
Steel Bolt Assembly (Structural),Steel washer,http://quartzproject.org/p/CP019,CP019,https://www.specifiedby.com/search?q=Steel washer,https://www.specifiedby.com/search?q=Steel washer&type=companies&a=0,https://www.google.co.uk/search?q=Steel washer companies&type=companies&a=0
Steel Bolt Assembly (Structural),Steel nut,http://quartzproject.org/p/CP019,CP019,https://www.specifiedby.com/search?q=Steel nut,https://www.specifiedby.com/search?q=Steel nut&type=companies&a=0,https://www.google.co.uk/search?q=Steel nut companies&type=companies&a=0
Steel Bolt Assembly (Structural),Fasteners,http://quartzproject.org/p/CP019,CP019,https://www.specifiedby.com/search?q=Fasteners,https://www.specifiedby.com/search?q=Fasteners&type=companies&a=0,https://www.google.co.uk/search?q=Fasteners companies&type=companies&a=0
Thin Film Intumescent Coating,Thin Film Intumescent Coating,http://quartzproject.org/p/CP024,CP024,https://www.specifiedby.com/search?q=Thin Film Intumescent Coating,https://www.specifiedby.com/search?q=Thin Film Intumescent Coating&type=companies&a=0,https://www.google.co.uk/search?q=Thin Film Intumescent Coating companies&type=companies&a=0
Oriented strand board,Oriented strand board,http://quartzproject.org/p/CP025,CP025,https://www.specifiedby.com/search?q=Oriented strand board,https://www.specifiedby.com/search?q=Oriented strand board&type=companies&a=0,https://www.google.co.uk/search?q=Oriented strand board companies&type=companies&a=0
Oriented strand board,OSB,http://quartzproject.org/p/CP025,CP025,https://www.specifiedby.com/search?q=OSB,https://www.specifiedby.com/search?q=OSB&type=companies&a=0,https://www.google.co.uk/search?q=OSB companies&type=companies&a=0
Composite Metal Decking,Composite Metal Decking,http://quartzproject.org/p/CP026,CP026,https://www.specifiedby.com/search?q=Composite Metal Decking,https://www.specifiedby.com/search?q=Composite Metal Decking&type=companies&a=0,https://www.google.co.uk/search?q=Composite Metal Decking companies&type=companies&a=0
Composite Metal Decking,Metal decking,http://quartzproject.org/p/CP026,CP026,https://www.specifiedby.com/search?q=Metal decking,https://www.specifiedby.com/search?q=Metal decking&type=companies&a=0,https://www.google.co.uk/search?q=Metal decking companies&type=companies&a=0
Sub-Floor Smoothing Compound,Sub-Floor Smoothing Compound,http://quartzproject.org/p/CP027,CP027,https://www.specifiedby.com/search?q=Sub-Floor Smoothing Compound,https://www.specifiedby.com/search?q=Sub-Floor Smoothing Compound&type=companies&a=0,https://www.google.co.uk/search?q=Sub-Floor Smoothing Compound companies&type=companies&a=0
Sub-Floor Smoothing Compound,Underlayment,http://quartzproject.org/p/CP027,CP027,https://www.specifiedby.com/search?q=Underlayment,https://www.specifiedby.com/search?q=Underlayment&type=companies&a=0,https://www.google.co.uk/search?q=Underlayment companies&type=companies&a=0
Cementitious Grouting,Cementitious Grouting,http://quartzproject.org/p/CP029,CP029,https://www.specifiedby.com/search?q=Cementitious Grouting,https://www.specifiedby.com/search?q=Cementitious Grouting&type=companies&a=0,https://www.google.co.uk/search?q=Cementitious Grouting companies&type=companies&a=0
Cementitious Grouting,Grouting,http://quartzproject.org/p/CP029,CP029,https://www.specifiedby.com/search?q=Grouting,https://www.specifiedby.com/search?q=Grouting&type=companies&a=0,https://www.google.co.uk/search?q=Grouting companies&type=companies&a=0
Liquid-applied moisture barrier,Liquid-applied moisture barrier,http://quartzproject.org/p/CP030,CP030,https://www.specifiedby.com/search?q=Liquid-applied moisture barrier,https://www.specifiedby.com/search?q=Liquid-applied moisture barrier&type=companies&a=0,https://www.google.co.uk/search?q=Liquid-applied moisture barrier companies&type=companies&a=0
Liquid-applied moisture barrier,Fluid applied moisture barrier,http://quartzproject.org/p/CP030,CP030,https://www.specifiedby.com/search?q=Fluid applied moisture barrier,https://www.specifiedby.com/search?q=Fluid applied moisture barrier&type=companies&a=0,https://www.google.co.uk/search?q=Fluid applied moisture barrier companies&type=companies&a=0
Liquid-applied moisture barrier,fluid applied air/weather barrier,http://quartzproject.org/p/CP030,CP030,https://www.specifiedby.com/search?q=fluid applied air/weather barrier,https://www.specifiedby.com/search?q=fluid applied air/weather barrier&type=companies&a=0,https://www.google.co.uk/search?q=fluid applied air/weather barrier companies&type=companies&a=0
Concrete cork expansion joint,Concrete cork expansion joint,http://quartzproject.org/p/CP031,CP031,https://www.specifiedby.com/search?q=Concrete cork expansion joint,https://www.specifiedby.com/search?q=Concrete cork expansion joint&type=companies&a=0,https://www.google.co.uk/search?q=Concrete cork expansion joint companies&type=companies&a=0
Concrete cork expansion joint,Standard Cork Expansion Joint,http://quartzproject.org/p/CP031,CP031,https://www.specifiedby.com/search?q=Standard Cork Expansion Joint,https://www.specifiedby.com/search?q=Standard Cork Expansion Joint&type=companies&a=0,https://www.google.co.uk/search?q=Standard Cork Expansion Joint companies&type=companies&a=0
Flame retardant polyurethane foam window/door seal,Flame retardant polyurethane foam window/door seal,http://quartzproject.org/p/CP032,CP032,https://www.specifiedby.com/search?q=Flame retardant polyurethane foam window/door seal,https://www.specifiedby.com/search?q=Flame retardant polyurethane foam window/door seal&type=companies&a=0,https://www.google.co.uk/search?q=Flame retardant polyurethane foam window/door seal companies&type=companies&a=0
Flame retardant polyurethane foam window/door seal,FR Polyurethane Foam Sealant Tape,http://quartzproject.org/p/CP032,CP032,https://www.specifiedby.com/search?q=FR Polyurethane Foam Sealant Tape,https://www.specifiedby.com/search?q=FR Polyurethane Foam Sealant Tape&type=companies&a=0,https://www.google.co.uk/search?q=FR Polyurethane Foam Sealant Tape companies&type=companies&a=0
Firestop joint spray,Firestop joint spray,http://quartzproject.org/p/CP033,CP033,https://www.specifiedby.com/search?q=Firestop joint spray,https://www.specifiedby.com/search?q=Firestop joint spray&type=companies&a=0,https://www.google.co.uk/search?q=Firestop joint spray companies&type=companies&a=0
Firestop joint spray,Sprayable Fire-Rated Mastic,http://quartzproject.org/p/CP033,CP033,https://www.specifiedby.com/search?q=Sprayable Fire-Rated Mastic,https://www.specifiedby.com/search?q=Sprayable Fire-Rated Mastic&type=companies&a=0,https://www.google.co.uk/search?q=Sprayable Fire-Rated Mastic companies&type=companies&a=0
Firestop joint spray,Elastomeric Firestop Spray,http://quartzproject.org/p/CP033,CP033,https://www.specifiedby.com/search?q=Elastomeric Firestop Spray,https://www.specifiedby.com/search?q=Elastomeric Firestop Spray&type=companies&a=0,https://www.google.co.uk/search?q=Elastomeric Firestop Spray companies&type=companies&a=0
Firestop joint spray,Acrylic Firestop Spray,http://quartzproject.org/p/CP033,CP033,https://www.specifiedby.com/search?q=Acrylic Firestop Spray,https://www.specifiedby.com/search?q=Acrylic Firestop Spray&type=companies&a=0,https://www.google.co.uk/search?q=Acrylic Firestop Spray companies&type=companies&a=0
XPS Insulation (extruded polystyrene),XPS Insulation (extruded polystyrene),http://quartzproject.org/p/CP036,CP036,https://www.specifiedby.com/search?q=XPS Insulation (extruded polystyrene),https://www.specifiedby.com/search?q=XPS Insulation (extruded polystyrene)&type=companies&a=0,https://www.google.co.uk/search?q=XPS Insulation (extruded polystyrene) companies&type=companies&a=0
XPS Insulation (extruded polystyrene),XPS,http://quartzproject.org/p/CP036,CP036,https://www.specifiedby.com/search?q=XPS,https://www.specifiedby.com/search?q=XPS&type=companies&a=0,https://www.google.co.uk/search?q=XPS companies&type=companies&a=0
Fiberglass Batt Insulation,Fiberglass Batt Insulation,http://quartzproject.org/p/CP037,CP037,https://www.specifiedby.com/search?q=Fiberglass Batt Insulation,https://www.specifiedby.com/search?q=Fiberglass Batt Insulation&type=companies&a=0,https://www.google.co.uk/search?q=Fiberglass Batt Insulation companies&type=companies&a=0
Fiberglass Batt Insulation,Fiberglass,http://quartzproject.org/p/CP037,CP037,https://www.specifiedby.com/search?q=Fiberglass,https://www.specifiedby.com/search?q=Fiberglass&type=companies&a=0,https://www.google.co.uk/search?q=Fiberglass companies&type=companies&a=0
Fiberglass Batt Insulation,glass wool,http://quartzproject.org/p/CP037,CP037,https://www.specifiedby.com/search?q=glass wool,https://www.specifiedby.com/search?q=glass wool&type=companies&a=0,https://www.google.co.uk/search?q=glass wool companies&type=companies&a=0
Fiberglass Batt Insulation,fibrous glass,http://quartzproject.org/p/CP037,CP037,https://www.specifiedby.com/search?q=fibrous glass,https://www.specifiedby.com/search?q=fibrous glass&type=companies&a=0,https://www.google.co.uk/search?q=fibrous glass companies&type=companies&a=0
Chromate Pretreatment for Steel,Chromate Pretreatment for Steel,http://quartzproject.org/p/CP038,CP038,https://www.specifiedby.com/search?q=Chromate Pretreatment for Steel,https://www.specifiedby.com/search?q=Chromate Pretreatment for Steel&type=companies&a=0,https://www.google.co.uk/search?q=Chromate Pretreatment for Steel companies&type=companies&a=0
Polyester Powder Coating,Polyester Powder Coating,http://quartzproject.org/p/CP039,CP039,https://www.specifiedby.com/search?q=Polyester Powder Coating,https://www.specifiedby.com/search?q=Polyester Powder Coating&type=companies&a=0,https://www.google.co.uk/search?q=Polyester Powder Coating companies&type=companies&a=0
Polyester Powder Coating,Carboxyl polyester powder coatings,http://quartzproject.org/p/CP039,CP039,https://www.specifiedby.com/search?q=Carboxyl polyester powder coatings,https://www.specifiedby.com/search?q=Carboxyl polyester powder coatings&type=companies&a=0,https://www.google.co.uk/search?q=Carboxyl polyester powder coatings companies&type=companies&a=0
Concrete Masonry Unit,Concrete Masonry Unit,http://quartzproject.org/p/CP042,CP042,https://www.specifiedby.com/search?q=Concrete Masonry Unit,https://www.specifiedby.com/search?q=Concrete Masonry Unit&type=companies&a=0,https://www.google.co.uk/search?q=Concrete Masonry Unit companies&type=companies&a=0
